student_id,attendance,internal_marks,assignment_score,previous_cgpa,study_hours,backlogs,practical_marks,quiz_score,previous_failures,participation,risk_level
STU0315,94.58,97.99,60.15,6.96,2.32,2,74.86,75.57,0,55.47,Medium
STU0316,75.32,79.65,66.1,7.01,5.15,3,83.3,45.03,1,100.0,Medium
STU0317,85.23,73.68,47.35,5.99,5.7,1,63.29,33.23,1,75.13,Medium
STU0318,70.35,71.64,66.69,5.55,0.5,0,70.59,56.42,0,76.27,High
STU0319,79.86,72.09,67.09,6.17,5.54,1,69.67,39.34,1,54.76,Medium
STU0320,73.05,30.3,78.1,7.13,7.21,3,53.45,26.89,1,76.54,High
STU0321,76.45,59.98,73.35,7.64,3.95,2,75.8,70.43,0,98.85,Medium
STU0322,83.93,80.21,52.02,7.99,4.58,0,61.84,33.15,3,62.1,Medium
STU0323,62.73,64.12,86.26,6.11,5.37,2,99.11,82.09,0,58.21,High
STU0324,100.0,39.71,73.15,7.2,3.0,3,59.37,90.94,0,60.06,High
STU0325,59.91,64.06,72.98,8.15,3.83,1,45.55,39.03,2,97.4,High
STU0326,56.79,95.67,69.86,8.43,1.13,1,87.05,70.2,0,82.11,Medium
STU0327,92.37,87.44,62.23,6.72,3.75,2,55.35,98.44,0,93.95,Medium
STU0328,86.87,63.88,73.27,6.49,4.4,3,47.37,56.5,1,71.27,High
STU0329,84.36,82.13,77.13,7.07,4.43,2,74.59,76.0,1,65.79,Medium
STU0330,84.43,58.4,43.8,5.19,5.42,2,90.65,100.0,0,73.48,High
STU0331,74.82,34.33,61.92,6.53,2.11,1,80.53,34.81,0,86.4,High
STU0332,61.54,48.36,66.18,7.84,2.54,0,58.28,46.65,1,60.06,Medium
STU0333,76.14,93.13,73.84,7.7,6.91,0,70.19,75.15,2,92.37,Medium
STU0334,64.84,60.07,87.9,6.42,3.23,1,63.11,100.0,0,72.32,Medium
STU0335,89.63,60.62,58.42,7.1,3.86,2,96.23,52.2,1,16.87,High
STU0336,72.79,59.6,62.53,5.65,3.38,1,60.57,100.0,0,82.67,Medium
STU0337,62.62,99.27,62.31,7.78,2.02,0,69.68,67.38,2,39.55,Medium
STU0338,70.18,94.27,57.98,6.69,6.42,3,70.88,29.59,0,82.18,Medium
STU0339,81.19,100.0,64.79,6.41,2.55,3,48.28,93.63,1,83.03,High
STU0340,66.54,62.14,81.56,6.29,1.47,3,64.72,56.65,0,71.6,High
STU0341,62.67,70.32,54.19,6.71,2.69,1,65.0,73.07,0,75.87,Medium
STU0342,78.66,37.7,76.42,6.17,0.5,1,91.41,35.13,0,86.98,High
STU0343,78.67,91.58,44.47,7.72,2.33,0,71.32,51.44,2,55.09,Medium
STU0344,67.4,43.98,61.58,6.25,1.76,1,61.57,38.06,1,80.87,High
STU0345,67.93,68.9,65.06,9.03,4.61,0,65.53,36.15,0,88.26,Medium
STU0346,78.48,45.25,95.12,8.85,2.29,1,66.86,66.76,1,100.0,Medium
STU0347,53.28,54.4,65.88,5.55,5.1,3,67.34,75.2,0,42.88,High
STU0348,53.89,49.93,36.98,6.9,6.02,2,83.77,55.16,0,73.17,High
STU0349,64.22,54.06,40.02,5.89,4.91,2,84.64,39.13,0,45.77,High
STU0350,71.8,55.3,70.51,6.34,3.11,0,51.16,42.03,0,44.92,High
STU0351,79.66,55.13,79.21,9.6,3.75,0,86.16,71.69,0,72.18,Low
STU0352,97.13,80.0,75.63,6.37,0.76,1,80.77,66.99,0,66.55,Medium
STU0353,87.86,45.11,72.51,7.3,3.26,0,67.1,71.99,0,87.9,Medium
STU0354,72.6,68.97,87.43,7.56,1.95,1,42.94,93.05,0,58.08,Medium
STU0355,74.71,86.92,61.91,5.4,4.75,1,71.61,75.36,0,62.32,Medium
STU0356,59.96,55.76,83.42,5.6,8.13,1,61.98,72.36,5,69.23,High
STU0357,74.72,52.08,45.52,5.11,4.4,1,77.43,100.0,0,47.76,High
STU0358,70.67,60.85,56.43,5.56,0.5,2,78.99,60.05,2,50.54,High
STU0359,79.84,86.24,42.89,3.0,2.85,3,90.42,100.0,1,87.32,High
STU0360,62.59,68.49,65.88,7.56,3.72,1,49.96,90.63,0,54.02,Medium
STU0361,82.79,55.44,69.31,9.68,3.66,0,100.0,59.64,0,88.65,Low
STU0362,97.99,73.71,71.71,7.01,2.18,3,83.22,79.49,0,77.15,Medium
STU0363,73.37,45.16,70.93,4.82,3.94,1,80.14,61.13,0,34.05,High
STU0364,81.03,77.26,56.09,5.9,1.26,0,100.0,39.14,1,75.61,Medium
STU0365,85.35,72.35,67.15,6.16,1.8,0,73.4,64.86,0,75.45,Medium
STU0366,68.98,59.46,47.54,5.38,4.66,1,85.57,38.59,0,73.46,High
STU0367,78.36,49.91,90.45,8.0,1.67,2,70.89,69.19,2,62.16,Medium
STU0368,75.19,49.04,65.45,7.93,4.47,0,82.29,79.41,0,46.2,Medium
STU0369,76.47,74.63,62.67,5.18,1.03,3,87.75,61.1,0,91.92,High
STU0370,63.4,87.12,93.83,7.82,6.68,1,86.0,69.16,1,62.97,Medium
STU0371,75.37,53.53,51.37,8.94,2.11,3,42.3,68.86,0,47.33,High
STU0372,82.47,73.25,53.12,9.46,3.1,1,60.97,80.2,0,74.15,Medium
STU0373,96.77,27.43,53.56,10.0,4.1,0,87.92,66.61,0,50.14,Low
STU0374,89.39,54.48,68.98,5.54,2.48,2,76.47,59.33,1,46.02,High
STU0375,100.0,64.44,76.47,10.0,3.76,0,67.16,79.38,0,57.49,Low
STU0376,63.49,48.63,81.1,6.3,4.54,1,76.63,67.85,2,51.69,High
STU0377,88.08,48.14,100.0,5.97,5.23,0,49.24,26.56,2,46.76,Medium
STU0378,77.75,52.98,36.26,7.26,4.92,0,81.37,58.69,0,81.13,Medium
STU0379,100.0,70.26,79.13,5.99,3.19,2,74.31,55.69,0,62.72,Medium
STU0380,62.88,61.63,61.64,7.36,3.24,1,69.45,67.65,0,90.05,Medium
STU0381,62.4,24.71,61.2,4.95,7.73,1,64.96,65.72,0,47.91,High
STU0382,66.01,26.83,60.7,6.47,5.21,3,71.93,29.89,1,30.45,High
STU0383,43.14,54.08,56.37,8.6,1.84,1,63.34,38.15,0,67.98,High
STU0384,67.11,73.24,95.27,6.72,3.68,1,62.49,47.85,0,100.0,Medium
STU0385,63.61,20.0,82.63,7.0,2.9,0,98.41,66.16,0,75.62,Medium
STU0386,77.26,56.0,70.35,7.47,3.26,2,41.03,84.33,1,100.0,High
STU0387,80.13,55.53,90.27,8.44,1.29,3,41.38,36.13,0,71.64,Medium
STU0388,100.0,89.99,47.31,4.48,2.76,1,81.29,52.9,1,69.71,High
STU0389,89.26,58.07,50.04,7.62,6.76,4,47.26,64.13,1,21.89,High
STU0390,66.35,71.89,37.33,6.42,4.54,0,33.94,48.23,0,73.56,Medium
STU0391,61.52,67.54,59.51,7.03,0.5,0,85.24,66.57,0,68.37,Medium
STU0392,82.38,26.65,72.43,8.28,5.69,1,89.42,76.52,2,56.85,Medium
STU0393,55.2,78.83,71.54,5.13,5.46,1,45.76,51.38,0,62.26,High
STU0394,100.0,68.88,72.24,5.38,2.85,3,37.48,70.9,0,63.64,Medium
STU0395,92.69,74.15,48.83,4.09,4.79,0,47.28,62.94,0,61.4,High
STU0396,67.96,100.0,82.05,6.03,1.95,2,56.1,44.32,1,100.0,High
STU0397,49.3,27.49,73.59,8.66,2.65,0,100.0,62.46,2,57.58,High
STU0398,95.31,96.04,81.0,6.63,6.2,0,60.69,73.22,1,68.39,Medium
STU0399,73.28,59.83,41.61,4.92,3.01,3,82.14,90.45,2,56.92,High
STU0400,93.57,70.17,74.67,6.12,0.5,2,80.27,94.6,1,80.67,High
STU0401,51.08,64.18,52.18,4.72,3.39,4,90.48,54.78,0,68.54,High
STU0402,66.01,57.36,64.04,5.22,3.36,2,57.36,53.7,1,59.4,High
STU0403,75.08,54.74,78.02,7.34,5.66,1,67.83,65.73,0,26.48,Medium
STU0404,75.7,70.93,71.37,5.16,3.53,2,64.27,55.23,1,69.87,High
STU0405,68.25,37.69,57.23,8.36,2.74,2,77.15,86.83,0,58.81,High
STU0406,84.34,78.51,70.09,6.7,5.38,2,88.67,66.81,1,63.79,Medium
STU0407,58.99,57.51,47.03,6.92,3.72,1,100.0,65.99,0,41.35,High
STU0408,72.86,44.66,87.25,6.41,2.15,1,61.36,76.58,0,93.67,Medium
STU0409,76.8,56.9,66.92,7.88,5.58,2,70.4,67.88,0,82.13,Medium
STU0410,82.72,87.63,86.78,7.9,3.85,1,82.73,70.49,0,93.61,Medium
STU0411,85.67,55.36,62.1,7.27,3.51,4,78.4,69.74,1,87.94,High
STU0412,58.13,71.45,62.15,7.59,3.82,2,97.16,62.4,0,76.85,Medium
STU0413,51.99,51.84,58.54,6.5,1.57,2,66.17,48.76,2,42.15,High
STU0414,94.17,78.64,83.14,7.56,2.55,1,61.24,96.66,1,100.0,Medium
STU0415,79.98,77.34,59.36,6.33,3.51,1,91.4,48.7,2,46.45,High
STU0416,63.77,98.27,79.67,6.8,3.15,1,73.15,94.78,0,59.63,Medium
STU0417,98.27,61.84,64.26,6.42,5.79,1,77.18,71.15,0,79.14,Medium
STU0418,76.74,77.04,40.36,6.16,3.89,3,66.76,54.17,1,80.13,High
STU0419,92.69,66.77,61.45,5.84,5.04,0,83.76,74.99,0,76.44,Medium
STU0420,76.01,88.33,52.31,7.45,3.52,2,53.29,79.15,0,56.99,Medium
STU0421,100.0,52.06,70.51,8.63,5.4,0,60.21,95.93,1,52.86,Medium
STU0422,100.0,78.41,52.14,8.44,4.22,0,22.98,41.32,0,100.0,Medium
STU0423,71.27,61.5,83.89,5.04,3.52,0,57.33,62.48,1,64.21,High
STU0424,89.57,63.84,68.63,8.6,3.48,0,83.84,89.79,0,61.76,Low
STU0425,84.68,66.65,67.34,6.35,1.78,3,68.79,78.44,0,50.73,High
STU0426,95.53,69.54,79.84,7.64,4.41,3,52.29,73.75,1,69.89,High
STU0427,60.53,62.91,84.46,5.53,3.43,2,92.3,91.61,1,68.96,High
STU0428,85.29,68.86,69.7,7.0,2.6,3,70.35,61.76,1,64.68,High
STU0429,90.88,93.41,58.43,7.24,5.49,1,96.79,21.84,0,72.63,Low
STU0430,48.62,82.74,43.39,4.72,1.25,1,82.56,58.4,1,100.0,High
STU0431,57.25,80.64,59.71,7.65,2.74,2,71.2,100.0,1,53.1,High
STU0432,44.41,56.8,60.74,8.68,5.35,1,99.2,70.37,0,65.86,Medium
STU0433,70.96,48.99,71.61,6.56,4.07,0,61.63,49.84,1,52.04,High
STU0434,85.76,82.2,64.82,8.7,3.41,1,49.39,89.01,0,70.89,Low
STU0435,97.54,80.77,80.32,6.53,3.95,1,95.19,80.21,1,53.63,Medium
STU0436,76.11,91.51,60.81,7.99,3.82,0,78.28,67.65,0,54.49,Medium
STU0437,99.43,54.13,69.14,3.69,0.77,2,91.69,75.53,0,35.81,High
STU0438,54.3,60.87,87.76,10.0,2.87,3,82.98,46.69,0,66.96,Medium
STU0439,49.45,35.49,75.13,8.89,6.41,2,95.94,58.48,0,73.6,Medium
STU0440,74.17,57.94,69.1,6.4,2.31,5,59.3,63.83,1,100.0,High
STU0441,80.76,82.94,60.97,4.04,2.93,3,64.79,84.79,0,74.39,High
STU0442,74.51,56.6,60.5,7.2,2.53,2,64.61,55.12,1,56.01,Medium
STU0443,43.99,76.53,57.24,4.78,3.34,5,64.84,64.54,0,37.81,High
STU0444,73.66,61.57,61.88,7.42,2.45,1,41.36,90.94,0,40.57,High
STU0445,55.43,70.83,81.33,7.38,4.38,1,70.78,100.0,0,39.09,Medium
STU0446,85.05,44.34,66.67,5.48,3.86,0,81.45,49.33,1,100.0,Medium
STU0447,80.5,66.53,49.75,8.37,4.89,1,56.43,67.52,1,70.76,Medium
STU0448,60.9,20.0,96.52,7.93,1.61,2,52.47,37.86,2,53.34,High
STU0449,67.29,61.64,74.8,8.17,2.89,0,65.69,64.74,0,45.8,Medium
STU0450,59.11,35.65,48.9,6.81,3.09,3,81.34,59.78,1,47.88,High
STU0451,74.06,86.71,63.37,4.82,4.32,2,49.71,87.52,0,52.81,Medium
STU0452,89.33,78.99,71.66,8.17,2.07,0,100.0,43.89,1,91.33,Medium
STU0453,60.21,73.4,95.57,6.42,5.15,1,45.91,41.42,1,64.4,Medium
STU0454,82.56,92.38,53.38,4.85,5.64,0,58.3,92.38,2,36.05,Medium
STU0455,67.05,47.92,84.64,8.69,1.72,3,87.28,53.6,1,100.0,High
STU0456,63.11,96.45,90.99,9.74,2.62,1,84.45,68.55,1,42.2,Low
STU0457,73.39,81.78,60.57,6.74,2.54,2,82.96,70.31,0,53.18,High
STU0458,59.47,60.74,65.84,9.82,8.24,0,56.35,50.83,0,91.2,Low
STU0459,66.7,85.44,54.46,6.93,2.73,2,59.57,50.85,0,73.3,Medium
STU0460,57.03,45.09,66.95,6.27,6.52,3,53.44,85.28,1,55.6,High
STU0461,100.0,50.16,69.45,5.92,1.22,2,62.56,77.19,0,40.37,High
STU0462,75.53,54.05,79.89,9.09,1.72,0,74.51,64.72,0,45.67,Medium
STU0463,64.5,55.48,86.35,5.71,2.26,0,53.36,62.54,2,46.87,High
STU0464,78.21,45.98,58.78,7.83,1.98,1,38.28,70.7,2,65.14,High
STU0465,73.32,87.02,40.49,6.02,3.02,2,87.88,71.88,0,68.82,High
STU0466,71.69,60.34,69.68,6.16,2.22,0,64.94,87.7,0,62.03,Medium
STU0467,84.21,71.35,74.4,8.24,2.03,1,80.72,64.62,1,64.22,Medium
STU0468,86.36,54.73,73.74,6.27,5.59,3,62.74,72.97,1,43.99,High
STU0469,67.04,32.23,65.1,6.23,5.7,0,77.23,77.93,1,70.86,High
STU0470,66.36,69.86,71.87,8.39,5.21,1,100.0,78.24,0,90.61,Low
STU0471,70.87,30.58,92.73,9.04,4.44,2,48.56,91.09,1,61.74,Medium
STU0472,40.47,63.76,75.73,7.7,3.67,1,54.78,64.77,1,61.35,Medium
STU0473,52.27,40.37,64.4,5.88,2.61,2,52.69,54.81,2,66.66,High
STU0474,95.5,100.0,62.5,6.09,1.78,1,100.0,58.56,1,87.36,Medium
STU0475,99.67,81.4,67.45,6.91,4.15,0,67.69,76.53,0,47.11,Medium
STU0476,71.26,66.9,94.55,7.25,1.39,0,83.09,63.05,1,94.02,Medium
STU0477,83.65,87.75,67.25,5.42,1.71,2,23.05,100.0,0,73.42,High
STU0478,79.67,49.77,69.7,7.81,5.58,0,74.37,65.23,0,65.57,Medium
STU0479,100.0,74.78,62.77,6.92,6.92,0,61.87,47.81,1,89.26,Medium
STU0480,91.79,68.6,86.48,4.4,4.21,0,91.61,70.81,2,41.36,High
STU0481,73.08,69.75,99.4,5.5,5.49,1,79.2,92.7,0,75.44,Medium
STU0482,60.67,87.9,76.76,6.09,3.06,0,60.86,50.32,0,73.61,Medium
STU0483,50.9,78.18,71.24,6.7,1.09,3,94.86,49.8,2,46.29,High
STU0484,78.05,70.2,70.55,9.44,4.6,1,96.42,61.64,0,74.21,Medium
STU0485,63.65,35.21,34.24,7.13,4.52,0,93.6,53.37,1,70.67,Medium
STU0486,53.67,47.72,81.18,5.62,3.63,0,80.96,40.7,1,61.43,Medium
STU0487,65.3,62.79,72.01,7.11,3.06,2,63.29,37.27,2,82.26,High
STU0488,58.78,66.68,76.43,6.31,5.23,2,71.95,69.18,1,53.56,High
STU0489,100.0,44.66,59.33,7.25,1.73,3,60.92,77.87,0,70.41,High
STU0490,88.22,100.0,64.23,7.61,2.11,0,71.76,52.38,0,62.37,Medium
STU0491,74.88,92.3,63.83,8.49,1.69,0,57.89,63.73,2,52.71,Medium
STU0492,97.2,75.84,85.32,6.77,3.65,4,65.12,68.33,1,75.06,High
STU0493,76.16,66.3,64.32,9.09,1.54,3,100.0,45.11,0,60.85,High
STU0494,62.08,61.18,100.0,8.07,2.27,0,73.29,80.46,0,35.54,Low
STU0495,97.85,47.87,76.46,5.81,2.23,2,60.69,68.81,2,28.98,High
STU0496,83.08,66.39,50.86,9.89,3.03,3,49.3,74.44,1,80.78,Medium
STU0497,59.44,69.64,68.07,7.26,0.82,1,66.3,77.24,0,40.59,Medium
STU0498,72.14,42.65,60.22,5.63,3.66,1,80.67,100.0,1,70.59,High
STU0499,61.87,71.02,37.08,9.11,5.75,2,70.32,46.56,0,66.1,Medium
STU0500,54.26,62.21,93.99,9.71,3.74,2,67.08,48.93,1,57.63,Medium
STU0501,88.89,30.66,80.55,6.75,6.27,0,75.23,95.29,0,100.0,Medium
STU0502,100.0,49.51,78.0,6.09,5.9,0,74.7,76.74,0,68.59,Medium
STU0503,54.02,57.56,72.48,6.56,4.9,0,79.99,66.24,1,80.11,Medium
STU0504,83.44,98.98,49.27,7.8,3.63,2,80.44,56.39,1,70.7,Medium
STU0505,65.24,75.02,62.75,8.59,3.54,1,66.49,60.83,0,60.37,Medium
STU0506,67.69,40.96,82.63,7.6,4.87,0,65.64,61.18,1,64.62,Medium
STU0507,66.11,73.75,54.23,6.94,2.79,1,68.01,38.09,1,94.17,High
STU0508,62.04,37.15,32.02,8.9,0.5,2,77.52,82.52,1,86.76,High
STU0509,75.73,84.49,66.59,6.36,4.39,0,87.06,28.81,1,100.0,Medium
STU0510,62.54,56.52,67.87,8.24,1.46,3,62.27,49.72,1,69.43,High
STU0511,79.06,63.31,72.03,6.4,1.77,3,65.22,57.23,0,47.46,High
STU0512,74.25,88.86,80.93,7.4,3.5,4,54.17,100.0,0,56.19,High
STU0513,71.42,41.83,79.56,6.64,3.33,0,42.58,63.19,0,41.24,Medium
STU0514,61.39,39.85,73.88,6.72,0.96,0,46.96,70.7,2,80.34,High
STU0515,66.35,54.5,87.93,6.27,3.8,2,50.94,49.21,1,53.28,High
STU0516,86.33,83.69,47.22,8.68,5.24,2,56.68,80.64,2,10.0,Medium
STU0517,82.51,37.65,77.57,5.77,1.47,0,75.82,100.0,0,100.0,Medium
STU0518,60.34,20.0,79.4,5.76,5.79,1,49.79,73.85,1,53.59,High
STU0519,76.49,56.88,51.41,9.77,0.69,1,68.3,58.96,1,53.47,Medium
STU0520,86.27,74.93,47.46,8.17,7.31,3,82.24,28.43,1,98.43,Medium
STU0521,49.96,86.6,58.81,3.46,2.76,1,53.89,77.49,1,40.83,High
STU0522,83.15,56.66,60.08,6.01,3.76,1,59.64,47.25,1,87.73,High
STU0523,65.06,57.59,81.3,4.26,0.5,2,45.56,51.4,2,53.25,High
STU0524,83.56,85.77,60.78,5.47,3.39,0,51.81,81.77,1,38.52,Medium
STU0525,63.55,31.34,57.15,3.0,3.91,2,91.29,56.47,2,99.11,High
STU0526,47.93,58.01,60.83,6.61,3.34,1,76.58,63.31,2,83.46,High
STU0527,50.59,68.43,86.78,5.2,2.49,1,100.0,78.5,0,83.4,Medium
STU0528,75.72,73.09,70.2,6.88,1.8,2,55.47,52.29,0,72.35,High
STU0529,78.9,55.82,67.31,4.52,5.53,1,93.64,41.8,1,76.98,High
STU0530,61.44,65.62,68.35,6.92,3.56,1,55.61,73.36,1,40.36,High
STU0531,84.58,20.21,89.38,6.22,6.27,0,59.48,78.58,0,67.23,Medium
STU0532,50.08,53.15,58.76,8.9,2.55,0,100.0,54.6,1,46.42,Medium
STU0533,74.01,73.16,89.73,8.78,2.72,1,53.8,53.71,1,37.22,Medium
STU0534,56.83,47.32,73.16,7.9,4.97,3,94.97,45.2,1,73.22,High
STU0535,65.22,66.06,67.59,6.34,0.58,0,67.46,77.84,1,88.16,High
STU0536,75.71,73.04,100.0,9.58,1.32,2,49.69,99.54,1,57.33,Medium
STU0537,62.09,58.83,54.17,4.63,5.48,2,43.68,81.77,0,60.76,High
STU0538,69.23,68.07,64.69,4.84,1.39,3,69.79,63.36,1,42.24,High
STU0539,90.09,47.67,51.51,6.68,0.5,2,48.9,77.9,0,65.14,High
STU0540,66.35,61.28,84.29,9.96,6.86,1,62.98,50.03,1,80.2,Medium
STU0541,87.54,75.98,95.34,6.52,0.99,0,35.62,71.63,0,80.83,Medium
STU0542,58.05,67.83,95.05,6.54,3.83,1,74.03,45.47,0,75.9,Medium
STU0543,82.95,54.44,88.36,4.78,3.62,2,41.78,62.8,0,52.63,High
STU0544,96.62,69.04,67.04,8.12,0.5,0,66.98,84.36,0,52.0,Medium
STU0545,37.93,77.86,64.52,8.13,3.02,4,44.48,79.62,0,80.91,High
STU0546,63.05,28.1,44.93,7.9,4.31,2,88.84,75.23,0,81.24,Medium
STU0547,83.66,85.86,100.0,5.92,4.14,2,32.13,72.49,1,61.56,Medium
STU0548,71.95,58.95,77.03,5.81,5.13,3,63.19,51.75,3,56.48,High
STU0549,80.57,72.66,62.62,4.99,2.8,1,77.51,67.56,0,88.34,High
STU0550,65.94,86.55,89.92,6.92,4.78,3,74.1,79.1,0,57.8,Medium
STU0551,76.3,40.31,55.41,5.29,2.26,0,46.8,60.62,1,79.92,High
STU0552,72.66,52.23,76.1,5.15,0.96,5,38.42,61.32,0,62.26,High
STU0553,92.52,59.81,67.41,6.21,1.16,1,81.28,56.54,1,44.05,High
STU0554,78.82,50.89,79.58,6.12,0.87,2,65.9,59.87,2,97.25,High
STU0555,80.06,96.23,69.05,6.05,5.32,0,49.78,51.08,1,67.4,Medium
STU0556,68.82,49.58,48.24,7.45,0.77,0,81.9,65.43,1,50.79,High
STU0557,67.69,55.0,71.13,6.91,3.99,1,58.43,59.24,1,37.18,High
STU0558,68.51,68.68,85.73,6.4,3.02,0,56.82,38.46,2,39.2,High
STU0559,80.92,43.36,69.56,7.06,3.32,1,53.27,100.0,0,57.54,Medium
STU0560,68.69,57.88,81.63,5.41,5.95,2,55.09,46.33,0,100.0,High
STU0561,79.35,70.71,54.32,6.95,2.71,0,54.48,62.58,0,53.31,Medium
STU0562,100.0,59.01,69.61,7.01,4.6,1,73.58,66.1,0,93.95,Medium
STU0563,88.07,63.32,60.63,4.7,3.57,2,94.36,55.37,1,62.38,High
STU0564,70.11,55.47,81.2,8.19,3.23,1,44.26,63.39,0,41.38,Medium
STU0565,93.02,37.74,70.47,5.57,7.64,4,62.2,50.27,1,55.54,High
STU0566,68.88,70.79,80.35,6.93,0.91,3,65.21,78.09,0,39.38,High
STU0567,44.43,96.59,86.32,8.43,5.82,3,75.9,64.6,2,47.88,High
STU0568,59.88,65.33,80.37,8.1,4.68,0,84.8,77.93,0,47.29,Medium
STU0569,46.94,69.05,74.1,6.85,2.64,1,65.29,91.46,0,26.92,High
STU0570,69.73,77.47,55.03,6.29,6.43,1,57.17,59.94,0,95.26,Medium
STU0571,75.28,42.15,69.96,8.13,0.5,3,77.83,78.92,0,69.22,High
STU0572,100.0,95.65,62.0,7.74,2.56,3,40.12,92.65,2,51.27,High
STU0573,79.9,68.64,64.84,5.93,1.32,2,31.55,62.78,1,69.44,High
STU0574,71.71,94.37,64.38,5.69,4.24,6,100.0,77.44,1,48.29,High
STU0575,87.44,51.81,55.3,3.9,1.5,1,54.27,56.62,1,11.58,High
STU0576,41.83,97.73,40.64,7.02,4.28,0,60.97,86.55,0,100.0,Medium
STU0577,78.53,78.95,59.98,6.68,3.16,0,77.24,56.0,1,68.79,Medium
STU0578,86.56,74.95,72.9,8.39,2.64,0,73.9,77.66,0,53.22,Medium
STU0579,52.82,69.21,49.78,7.3,4.2,2,83.05,82.91,0,26.32,Medium
STU0580,92.16,60.53,70.24,8.67,3.02,4,83.94,43.78,1,35.12,Medium
STU0581,80.08,86.61,98.5,5.82,1.54,1,43.48,53.0,1,98.09,High
STU0582,68.77,67.53,85.35,8.39,8.54,0,89.58,52.27,0,95.04,Low
STU0583,84.49,29.59,94.65,6.06,2.62,2,76.68,84.44,1,80.06,High
STU0584,100.0,44.89,75.87,7.89,0.5,0,74.43,43.84,0,42.7,Medium
STU0585,77.73,61.65,87.51,4.76,1.98,0,75.18,70.86,0,95.2,Medium
STU0586,78.72,70.58,59.14,7.13,1.22,1,30.05,78.08,0,74.0,Medium
STU0587,68.11,63.98,60.33,4.02,4.99,1,64.43,68.05,1,78.1,High
STU0588,62.25,86.94,28.91,6.43,4.08,1,51.57,87.95,2,73.92,High
STU0589,87.46,29.88,87.79,7.42,4.22,1,49.12,30.36,0,34.86,Medium
STU0590,62.16,67.58,93.1,6.07,2.83,3,59.71,75.94,0,41.04,High
STU0591,76.07,32.28,61.7,5.33,3.0,1,82.03,61.73,0,54.8,High
STU0592,67.84,78.67,66.19,7.98,2.83,1,72.88,37.91,1,77.87,Medium
STU0593,82.18,63.3,58.69,6.66,3.35,2,75.44,45.54,1,37.39,High
STU0594,80.0,72.55,75.74,6.11,5.0,1,60.41,93.17,0,61.49,Medium
STU0595,90.56,49.45,86.87,6.86,4.1,1,74.4,76.38,0,61.47,Medium
STU0596,67.35,88.03,43.86,10.0,4.4,1,64.62,79.43,0,80.85,Low
STU0597,70.95,83.75,76.14,8.41,4.4,0,84.14,82.26,2,78.49,Medium
STU0598,60.32,75.5,65.85,8.43,5.09,2,79.83,40.58,3,44.8,High
STU0599,68.34,62.67,71.7,7.41,4.02,0,70.72,69.42,1,93.93,Medium
STU0600,80.66,75.44,76.88,7.03,4.15,2,54.38,84.77,0,41.74,Medium
STU0601,86.35,52.28,67.18,3.45,5.64,1,72.64,57.75,0,86.84,High
STU0602,61.17,80.4,68.45,5.85,2.3,2,72.12,89.52,1,54.0,High
STU0603,88.04,94.69,66.79,6.13,1.96,0,70.03,53.97,2,68.28,Medium
STU0604,95.33,84.27,84.55,4.18,1.37,2,59.91,67.25,1,69.52,High
STU0605,81.2,51.87,76.28,5.18,3.83,3,56.87,72.16,1,68.95,High
STU0606,100.0,71.51,73.31,4.03,0.5,2,73.48,78.58,0,78.49,High
STU0607,63.39,41.72,50.94,6.75,4.33,0,53.42,59.82,0,72.83,Medium
STU0608,56.33,75.3,64.32,7.95,3.3,1,63.72,83.22,1,80.67,Medium
STU0609,48.32,73.11,83.48,8.35,5.54,0,77.98,72.7,0,74.29,Low
STU0610,97.44,31.34,70.57,7.38,2.29,2,75.51,35.5,0,39.71,High
STU0611,84.82,44.09,79.89,5.45,3.13,3,48.33,98.06,0,70.4,High
STU0612,74.17,59.9,96.5,4.1,5.52,1,73.07,47.76,3,53.72,High
STU0613,79.2,59.58,85.58,4.34,5.99,1,100.0,99.54,3,42.81,High
STU0614,58.12,43.23,71.4,5.02,2.28,1,79.49,62.16,1,59.2,High
STU0615,100.0,72.0,62.34,5.56,3.83,4,63.33,58.81,0,68.66,High
STU0616,76.94,69.53,31.7,6.58,4.03,1,90.23,72.19,3,69.99,High
STU0617,76.64,61.5,67.47,5.38,4.17,1,100.0,52.42,1,86.12,High
STU0618,85.89,51.4,65.11,7.27,3.03,0,82.68,31.05,0,91.15,Medium
STU0619,82.22,83.88,75.86,6.47,5.81,1,38.56,63.03,0,71.73,Medium
STU0620,78.36,94.8,67.69,6.81,0.5,1,78.49,71.75,1,75.34,High
STU0621,63.14,56.3,65.19,8.4,2.74,2,90.93,92.68,1,66.91,High
STU0622,82.07,53.98,43.31,5.15,4.31,0,32.91,43.56,1,80.34,High
STU0623,100.0,73.84,55.9,7.39,4.32,1,83.93,75.44,1,74.74,Medium
STU0624,95.18,58.56,77.15,6.78,5.93,1,64.55,63.13,0,63.91,Medium
STU0625,98.9,62.49,95.74,6.33,5.66,0,90.36,65.59,1,100.0,Low
STU0626,67.33,78.31,68.54,8.04,2.99,1,66.79,82.5,0,54.08,Medium
STU0627,60.16,30.63,74.92,8.03,5.84,2,73.83,55.79,1,94.09,Medium
STU0628,73.11,88.73,84.29,5.47,2.21,2,74.12,68.02,0,37.91,High
STU0629,75.84,66.31,57.84,6.54,5.18,2,80.14,84.62,0,81.27,Medium
STU0630,91.41,57.59,75.5,7.19,6.76,1,75.6,83.53,1,93.73,Medium
